minutes_watched,clv,region_western_europe,region_anglosphere,region_rest,channel_facebook,channel_friend,channel_google,channel_instagram,channel_linkedin,channel_other,channel_twitter,channel_youtube
282.0,138.0,0,1,0,0,0,0,0,0,0,0,1
2897.0,179.59,0,0,1,0,0,1,0,0,0,0,0
0.0,150.28,0,1,0,0,0,0,1,0,0,0,0
1506.0,97.1,0,1,0,0,0,1,0,0,0,0,0
278.0,269.22,0,1,0,0,0,1,0,0,0,0,0
961.0,36.0,0,0,1,0,0,1,0,0,0,0,0
218.0,36.0,0,0,1,0,0,1,0,0,0,0,0
32.0,150.42,0,1,0,0,1,0,0,0,0,0,0
1303.0,149.99,0,0,1,0,0,1,0,0,0,0,0
350.0,149.99,0,1,0,0,1,0,0,0,0,0,0
1041.0,180.93,1,0,0,0,0,1,0,0,0,0,0
19092.0,149.99,0,0,1,0,0,0,0,0,1,0,0
32.0,149.98,0,0,1,0,1,0,0,0,0,0,0
18778.0,149.99,0,0,1,1,0,0,0,0,0,0,0
407.0,149.99,0,0,1,0,0,0,0,0,0,0,1
325.0,152.56,0,1,0,0,0,1,0,0,0,0,0
178.0,149.99,0,1,0,0,0,0,0,0,0,0,1
368.0,149.99,0,1,0,0,0,0,0,0,0,0,1
92.0,36.0,0,0,1,0,0,0,1,0,0,0,0
21.0,181.87,1,0,0,0,0,0,1,0,0,0,0
1213.0,57.75,1,0,0,0,0,0,0,0,0,0,1
296.0,36.0,0,0,1,0,0,0,0,0,0,0,1
0.0,36.0,0,1,0,0,0,0,0,0,0,0,1
3240.0,146.89,0,0,1,0,0,0,0,0,0,0,1
199.0,149.99,0,1,0,0,0,1,0,0,0,0,0
137.0,149.99,0,1,0,0,0,0,1,0,0,0,0
0.0,149.99,0,1,0,0,0,1,0,0,0,0,0
293.0,62.58,0,0,1,0,0,0,0,1,0,0,0
143.0,149.99,0,1,0,0,0,0,0,0,0,0,1
187.0,62.58,0,0,1,0,0,0,0,0,0,0,1
2104.0,148.75,1,0,0,0,0,1,0,0,0,0,0
86.0,150.14,0,1,0,0,0,0,0,0,0,0,1
1488.0,180.34,1,0,0,0,0,0,0,0,0,0,1
3888.0,205.54,0,1,0,0,0,0,0,0,0,0,1
457.0,220.44,0,0,1,1,0,0,0,0,0,0,0
0.0,149.99,0,1,0,0,0,0,0,0,1,0,0
362.0,119.0,0,1,0,0,0,0,0,1,0,0,0
6463.0,149.99,0,1,0,0,1,0,0,0,0,0,0
83.0,149.99,0,0,1,0,0,0,0,0,0,0,1
5846.0,70.0,0,0,1,0,0,0,0,0,0,0,1
52.0,149.99,0,1,0,1,0,0,0,0,0,0,0
516.0,149.99,0,0,1,0,0,0,0,0,0,0,1
1900.0,179.25,1,0,0,0,0,0,0,0,0,0,1
1240.0,150.64,0,1,0,0,0,0,0,0,0,0,1
3395.0,149.99,0,1,0,0,0,1,0,0,0,0,0
2969.0,149.64,0,0,1,0,0,0,0,1,0,0,0
907.0,180.69,1,0,0,0,0,0,0,0,1,0,0
4600.0,238.02,0,1,0,0,0,0,1,0,0,0,0
518.0,149.99,0,1,0,0,0,0,0,0,0,0,1
559.0,118.7,0,1,0,0,0,0,0,0,0,0,1
3121.0,149.99,0,0,1,0,0,0,0,1,0,0,0
30.0,149.99,0,0,1,0,0,0,0,0,0,0,1
200.0,62.57,0,0,1,0,0,0,0,0,0,0,1
53.0,179.12,0,0,1,0,0,0,0,0,0,0,1
767.0,188.15,1,0,0,0,0,0,0,0,0,0,1
29.0,150.18,0,1,0,0,0,1,0,0,0,0,0
1266.0,149.99,0,0,1,0,0,0,0,0,0,0,1
5558.0,48.6,0,0,1,0,0,0,0,0,0,0,1
42.0,141.61,1,0,0,0,0,0,0,0,0,0,1
70.0,149.99,0,1,0,0,0,0,0,0,1,0,0
5.0,149.99,0,1,0,0,0,0,0,0,0,0,1
235.0,178.03,1,0,0,0,1,0,0,0,0,0,0
1091.0,184.44,0,0,1,0,0,0,1,0,0,0,0
615.0,149.99,0,1,0,0,0,0,0,0,1,0,0
3895.0,149.99,0,0,1,0,0,0,0,0,0,0,1
48.0,174.13,0,1,0,0,0,0,0,1,0,0,0
2233.0,149.99,0,0,1,0,0,0,0,0,0,0,1
492.0,52.06,0,0,1,0,0,0,0,1,0,0,0
57.0,178.16,1,0,0,0,0,0,0,0,0,0,1
2246.0,150.04,0,1,0,0,0,1,0,0,0,0,0
53.0,149.99,0,1,0,0,0,0,0,0,0,0,1
2973.0,187.04,1,0,0,0,0,0,0,0,0,0,1
599.0,149.99,0,0,1,0,0,0,0,1,0,0,0
1575.0,149.57,0,1,0,0,0,1,0,0,0,0,0
429.0,149.99,0,0,1,0,0,0,0,0,0,0,1
316.0,182.07,1,0,0,0,0,1,0,0,0,0,0
0.0,149.99,0,0,1,0,0,0,0,0,0,0,1
2539.0,396.48,1,0,0,0,0,0,0,0,0,0,1
4219.0,150.32,0,0,1,1,0,0,0,0,0,0,0
4369.0,149.99,0,0,1,0,0,0,0,0,0,0,1
603.0,178.46,1,0,0,0,0,0,0,0,0,0,1
2148.0,178.22,1,0,0,0,0,1,0,0,0,0,0
48.0,149.99,0,1,0,0,0,0,0,0,0,0,1
1051.0,75.43,0,0,1,0,0,1,0,0,0,0,0
1240.0,138.0,0,0,1,0,0,0,0,0,0,0,1
1647.0,119.25,0,0,1,0,1,0,0,0,0,0,0
1679.0,149.75,0,1,0,0,0,0,0,0,0,0,1
173.0,149.99,0,1,0,0,0,0,0,0,0,0,1
125.0,149.99,0,0,1,0,0,0,0,0,0,0,1
428.0,605.99,0,0,1,0,0,0,0,0,0,0,1
62.0,149.99,0,1,0,0,0,0,0,0,1,0,0
323.0,149.99,0,0,1,0,0,0,0,0,0,0,1
3038.0,149.99,0,1,0,0,1,0,0,0,0,0,0
1708.0,119.0,0,0,1,0,0,1,0,0,0,0,0
1305.0,181.24,1,0,0,0,0,0,0,0,0,0,1
84.0,149.99,0,1,0,0,0,0,0,0,0,0,1
1419.0,119.39,0,1,0,0,0,1,0,0,0,0,0
121.0,215.76,0,0,1,0,0,0,0,1,0,0,0
863.0,78.19,1,0,0,1,0,0,0,0,0,0,0
0.0,77.3,0,1,0,0,0,0,0,0,1,0,0
4929.0,265.5,0,0,1,0,0,0,0,0,0,0,1
540.0,174.0,0,1,0,0,0,0,1,0,0,0,0
4637.0,173.39,0,1,0,0,1,0,0,0,0,0,0
736.0,107.72,0,0,1,0,0,0,1,0,0,0,0
15700.0,165.3,1,0,0,0,0,0,0,0,0,0,1
15.0,219.5,1,0,0,0,0,0,0,0,0,0,1
917.0,184.44,0,0,1,0,0,0,0,0,0,0,1
887.0,220.75,0,0,1,0,0,0,0,1,0,0,0
53.0,62.58,0,0,1,0,0,0,0,0,0,0,1
2739.0,208.02,1,0,0,1,0,0,0,0,0,0,0
1870.0,199.92,0,0,1,0,0,0,0,0,0,0,1
47.0,174.0,0,1,0,0,0,1,0,0,0,0,0
448.0,174.0,0,1,0,0,0,0,0,0,0,0,1
560.0,156.0,0,0,1,0,0,0,0,0,0,0,1
189.0,211.49,1,0,0,1,0,0,0,0,0,0,0
3884.0,174.14,0,0,1,0,0,0,0,0,0,0,1
211.0,63.63,0,0,1,0,0,0,0,0,0,1,0
991.0,174.0,0,1,0,0,0,0,0,0,0,0,1
2937.0,64.8,0,0,1,0,1,0,0,0,0,0,0
1340.0,36.0,0,0,1,0,0,0,0,0,0,0,1
0.0,97.0,0,0,1,0,1,0,0,0,0,0,0
1549.0,167.97,0,1,0,0,0,0,0,0,0,0,1
399.0,174.0,0,1,0,0,0,0,0,0,0,0,1
120.0,27.0,0,1,0,0,0,0,0,0,0,0,1
129.0,184.55,0,1,0,0,1,0,0,0,0,0,0
4659.0,36.0,0,0,1,0,0,0,0,0,0,1,0
1112.0,36.0,0,1,0,0,0,1,0,0,0,0,0
109.0,174.0,0,1,0,0,0,0,0,0,0,0,1
94.0,62.58,0,0,1,0,0,0,0,1,0,0,0
3103.0,214.36,1,0,0,0,0,0,0,0,0,0,1
83.0,61.88,1,0,0,0,0,1,0,0,0,0,0
164.0,284.56,1,0,0,0,0,0,1,0,0,0,0
377.0,36.0,0,1,0,0,0,0,0,0,0,0,1
95.0,174.0,0,0,1,0,0,0,0,0,0,0,1
17873.0,78.23,0,0,1,0,0,0,0,0,1,0,0
1713.0,91.5,0,0,1,0,0,0,0,0,0,0,1
1331.0,91.5,0,0,1,0,0,0,0,0,0,0,1
7215.0,64.8,0,1,0,0,0,0,0,0,0,0,1
203.0,119.0,0,1,0,0,0,0,0,1,0,0,0
922.0,36.0,0,0,1,0,0,1,0,0,0,0,0
54.0,138.65,0,0,1,0,0,0,1,0,0,0,0
4.0,386.0,1,0,0,0,0,0,1,0,0,0,0
5660.0,286.81,1,0,0,0,0,0,0,0,0,0,1
6380.0,172.78,0,0,1,0,0,0,0,0,0,0,1
654.0,149.76,0,1,0,0,1,0,0,0,0,0,0
2053.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1269.0,27.0,0,0,1,0,0,0,0,1,0,0,0
1360.0,62.58,0,0,1,0,1,0,0,0,0,0,0
28.0,146.58,0,0,1,0,0,0,1,0,0,0,0
10245.0,91.5,0,0,1,0,0,0,0,1,0,0,0
1399.0,174.0,0,0,1,0,0,0,0,1,0,0,0
373.0,174.0,0,1,0,0,0,0,0,0,0,0,1
340.0,49.5,0,0,1,0,0,0,0,1,0,0,0
7356.0,119.0,0,0,1,0,0,0,0,0,1,0,0
375.0,62.58,0,0,1,0,0,0,0,0,0,0,1
1494.0,19.0,0,0,1,0,0,0,0,1,0,0,0
45.0,164.88,1,0,0,0,0,0,0,0,0,0,1
974.0,63.63,0,0,1,0,0,1,0,0,0,0,0
11157.0,174.0,0,0,1,0,0,1,0,0,0,0,0
3116.0,184.3,0,1,0,0,0,0,0,1,0,0,0
2514.0,215.76,0,1,0,0,1,0,0,0,0,0,0
1585.0,184.44,0,1,0,0,0,0,0,0,0,0,1
569.0,36.0,0,1,0,0,0,1,0,0,0,0,0
2314.0,62.58,0,0,1,0,0,1,0,0,0,0,0
1154.0,34.2,0,0,1,0,1,0,0,0,0,0,0
282.0,19.0,0,0,1,0,0,0,0,0,1,0,0
528.0,14.25,0,0,1,0,1,0,0,0,0,0,0
277.0,49.5,0,0,1,0,0,0,0,0,1,0,0
195.0,184.44,0,1,0,0,0,0,0,0,0,0,1
14615.0,59.04,0,1,0,0,0,0,0,0,0,0,1
3938.0,205.84,0,0,1,0,0,0,1,0,0,0,0
175.0,42.68,0,0,1,0,0,0,0,1,0,0,0
10.0,174.51,0,1,0,0,0,0,1,0,0,0,0
821.0,62.58,0,0,1,0,0,0,0,0,0,0,1
0.0,172.78,0,0,1,0,0,0,0,0,1,0,0
41.0,49.41,0,1,0,0,0,0,0,0,1,0,0
1078.0,240.22,1,0,0,0,0,0,1,0,0,0,0
490.0,230.23,0,0,1,0,0,0,0,0,0,0,1
1902.0,119.0,0,1,0,0,0,0,0,0,0,0,1
141.0,119.0,0,1,0,0,0,0,0,0,0,0,1
2131.0,96.99,0,0,1,0,0,0,0,1,0,0,0
0.0,49.53,0,1,0,0,0,0,0,0,1,0,0
671.0,35.92,0,1,0,0,0,1,0,0,0,0,0
219.0,62.57,0,0,1,0,0,1,0,0,0,0,0
8952.0,142.4,0,0,1,0,0,0,0,0,0,0,1
3437.0,48.6,0,0,1,0,0,0,0,0,0,0,1
234.0,19.0,0,0,1,0,0,0,0,0,0,0,1
15.0,91.5,0,1,0,0,0,0,0,0,1,0,0
508.0,119.0,0,1,0,0,0,0,0,0,1,0,0
359.0,62.58,0,0,1,0,0,0,0,1,0,0,0
474.0,19.0,0,0,1,0,1,0,0,0,0,0,0
21954.0,292.95,1,0,0,0,0,0,0,0,0,0,1
84.0,37.98,1,0,0,0,1,0,0,0,0,0,0
1733.0,209.71,1,0,0,1,0,0,0,0,0,0,0
938.0,129.6,0,1,0,0,0,0,0,1,0,0,0
277.0,74.47,1,0,0,0,1,0,0,0,0,0,0
11.0,118.38,0,1,0,0,0,0,0,1,0,0,0
418.0,142.65,0,1,0,0,0,0,0,0,0,0,1
2932.0,198.18,1,0,0,0,0,0,0,0,0,0,1
8075.0,119.0,0,0,1,0,1,0,0,0,0,0,0
830.0,174.0,0,1,0,0,0,0,0,0,0,0,1
269.0,182.51,1,0,0,0,0,0,1,0,0,0,0
3370.0,72.18,0,1,0,0,0,0,0,0,0,0,1
0.0,0.0,1,0,0,1,0,0,0,0,0,0,0
74.0,174.0,0,1,0,0,0,0,0,0,0,0,1
1441.0,62.58,0,0,1,0,0,1,0,0,0,0,0
709.0,32.75,1,0,0,0,0,1,0,0,0,0,0
384.0,223.5,0,1,0,0,1,0,0,0,0,0,0
4875.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1999.0,91.96,0,1,0,0,0,1,0,0,0,0,0
136.0,170.5,0,1,0,0,0,0,0,0,0,0,1
140.0,147.86,0,0,1,0,0,0,0,0,0,0,1
42.0,121.0,0,1,0,0,0,0,0,0,0,0,1
850.0,178.49,1,0,0,0,0,0,0,0,0,0,1
2315.0,146.55,0,0,1,1,0,0,0,0,0,0,0
88.0,184.44,0,1,0,0,0,0,0,0,0,0,1
371.0,174.0,0,0,1,0,0,0,0,0,0,0,1
1653.0,174.0,0,0,1,0,0,0,0,0,1,0,0
675.0,173.08,0,1,0,0,0,0,0,0,0,0,1
272.0,174.0,0,1,0,0,0,0,0,0,0,0,1
1968.0,220.34,1,0,0,0,0,0,0,0,0,0,1
96.0,199.49,0,1,0,0,0,0,0,1,0,0,0
177.0,174.0,0,1,0,0,0,1,0,0,0,0,0
944.0,19.0,0,0,1,0,0,1,0,0,0,0,0
325.0,64.8,0,1,0,0,0,0,0,0,0,0,1
15.0,121.0,0,1,0,0,0,0,1,0,0,0,0
576.0,146.92,1,0,0,0,0,0,0,0,0,0,1
207.0,174.0,0,1,0,0,0,0,0,0,0,0,1
443.0,62.58,0,0,1,0,0,0,0,0,1,0,0
2029.0,38.06,0,0,1,0,0,0,0,0,0,0,1
209.0,184.44,0,1,0,0,0,0,0,0,0,0,1
1521.0,348.0,0,0,1,0,0,0,0,0,0,0,1
178.0,137.38,0,1,0,0,0,0,0,0,0,0,1
874.0,150.54,0,1,0,0,0,0,1,0,0,0,0
557.0,14.25,0,0,1,0,0,0,0,0,0,0,1
557.0,174.0,0,1,0,0,0,1,0,0,0,0,0
7050.0,303.44,0,1,0,0,0,0,0,0,0,0,1
570.0,91.5,0,0,1,0,0,0,0,1,0,0,0
6812.0,154.88,0,1,0,0,0,0,0,0,0,0,1
1017.0,81.36,0,1,0,0,0,0,0,0,0,0,1
1260.0,118.95,0,0,1,0,0,0,0,1,0,0,0
784.0,36.0,0,1,0,0,0,1,0,0,0,0,0
531.0,64.8,0,1,0,0,0,0,0,0,1,0,0
15053.0,148.41,0,1,0,0,0,0,0,0,1,0,0
295.0,119.0,0,1,0,0,0,0,0,0,1,0,0
384.0,91.5,0,0,1,0,0,0,0,0,0,0,1
62.0,160.0,0,1,0,0,0,0,0,0,0,0,1
359.0,118.9,0,1,0,0,0,1,0,0,0,0,0
985.0,118.58,0,0,1,0,1,0,0,0,0,0,0
192.0,19.0,0,0,1,0,0,0,0,0,0,0,1
1116.0,64.8,0,1,0,0,0,0,0,1,0,0,0
122.0,119.0,0,1,0,0,0,1,0,0,0,0,0
15413.0,36.0,0,0,1,0,1,0,0,0,0,0,0
11954.0,36.0,0,0,1,0,0,0,0,1,0,0,0
253.0,32.52,1,0,0,0,0,1,0,0,0,0,0
1027.0,119.32,0,0,1,0,0,0,0,0,0,0,1
474.0,119.0,0,1,0,0,0,1,0,0,0,0,0
233.0,77.31,0,0,1,0,0,1,0,0,0,0,0
328.0,97.0,0,0,1,0,0,0,0,0,0,0,1
134.0,119.0,0,1,0,0,0,1,0,0,0,0,0
947.0,142.51,0,0,1,0,0,1,0,0,0,0,0
488.0,164.54,1,0,0,0,0,1,0,0,0,0,0
1049.0,119.34,0,1,0,0,0,0,0,0,0,0,1
2301.0,119.06,0,1,0,1,0,0,0,0,0,0,0
8793.0,123.65,0,1,0,0,0,1,0,0,0,0,0
311.0,119.11,1,0,0,0,0,0,0,0,0,0,1
13.0,118.96,0,1,0,0,0,1,0,0,0,0,0
182.0,184.44,0,1,0,0,0,0,0,0,0,0,1
89.0,62.58,0,0,1,0,0,0,0,0,0,0,1
607.0,62.57,0,0,1,0,0,1,0,0,0,0,0
17137.0,176.03,0,0,1,0,1,0,0,0,0,0,0
130.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1004.0,62.58,1,0,0,0,0,0,0,1,0,0,0
133.0,143.52,1,0,0,0,0,0,0,1,0,0,0
1111.0,118.31,0,1,0,0,0,0,0,1,0,0,0
2761.0,62.58,0,0,1,0,0,0,0,1,0,0,0
2295.0,36.0,0,1,0,0,0,0,0,0,0,0,1
296.0,119.38,0,0,1,0,0,0,0,1,0,0,0
2598.0,89.29,0,0,1,0,0,0,0,1,0,0,0
1362.0,62.58,0,0,1,0,0,0,0,1,0,0,0
0.0,119.01,0,1,0,0,0,0,0,1,0,0,0
1147.0,141.51,0,0,1,0,0,0,0,1,0,0,0
105.0,119.26,0,1,0,0,0,0,0,1,0,0,0
670.0,62.57,0,0,1,0,0,0,0,1,0,0,0
0.0,62.57,0,0,1,0,0,0,0,1,0,0,0
603.0,149.99,0,0,1,0,0,0,0,1,0,0,0
166.0,179.34,1,0,0,0,0,0,1,0,0,0,0
7.0,142.82,1,0,0,0,0,0,0,1,0,0,0
86.0,62.58,0,0,1,0,0,0,0,1,0,0,0
81.0,62.58,0,0,1,0,0,0,1,0,0,0,0
348.0,119.0,0,1,0,0,0,0,0,1,0,0,0
84.0,138.0,0,0,1,0,0,0,0,1,0,0,0
2589.0,119.0,0,0,1,0,0,0,0,1,0,0,0
310.0,62.58,0,0,1,0,0,0,0,1,0,0,0
0.0,62.58,0,0,1,0,0,0,1,0,0,0,0
235.0,156.0,0,0,1,0,0,0,0,1,0,0,0
11429.0,36.0,0,1,0,0,0,0,0,1,0,0,0
23.0,119.0,0,1,0,0,0,0,0,1,0,0,0
78.0,62.58,0,0,1,0,1,0,0,0,0,0,0
2087.0,119.0,0,1,0,0,0,0,0,1,0,0,0
511.0,149.99,0,0,1,0,0,0,0,0,0,1,0
2201.0,91.8,0,0,1,0,1,0,0,0,0,0,0
1027.0,62.58,0,0,1,0,0,0,0,1,0,0,0
449.0,119.0,0,1,0,0,0,0,0,1,0,0,0
4900.0,148.69,1,0,0,0,0,0,0,1,0,0,0
112.0,62.58,0,0,1,0,0,0,0,1,0,0,0
299.0,119.0,0,0,1,0,0,0,0,1,0,0,0
2038.0,218.0,0,0,1,0,0,0,0,1,0,0,0
198.0,119.0,0,0,1,0,1,0,0,0,0,0,0
905.0,144.18,0,0,1,0,0,0,0,1,0,0,0
54.0,119.0,0,0,1,0,0,0,0,1,0,0,0
49.0,62.58,0,1,0,0,0,0,0,1,0,0,0
914.0,144.72,1,0,0,0,0,0,1,0,0,0,0
2720.0,91.5,0,0,1,0,0,1,0,0,0,0,0
2221.0,119.0,0,1,0,0,0,0,0,1,0,0,0
2345.0,119.0,0,1,0,0,0,0,0,1,0,0,0
1047.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1103.0,155.0,0,0,1,0,1,0,0,0,0,0,0
1301.0,119.0,0,1,0,0,0,0,0,1,0,0,0
26.0,62.58,0,0,1,0,1,0,0,0,0,0,0
0.0,119.0,0,0,1,1,0,0,0,0,0,0,0
179.0,62.58,0,0,1,0,1,0,0,0,0,0,0
38.0,72.57,0,0,1,0,0,0,0,1,0,0,0
15.0,62.58,0,0,1,0,1,0,0,0,0,0,0
731.0,119.0,1,0,0,0,0,0,0,0,0,0,1
929.0,145.17,1,0,0,0,0,0,0,1,0,0,0
551.0,62.58,0,0,1,0,0,0,0,0,0,1,0
36.0,119.0,0,0,1,0,0,0,0,1,0,0,0
72.0,62.58,0,0,1,0,0,0,0,1,0,0,0
303.0,119.0,0,1,0,0,0,0,0,0,0,0,1
82.0,62.58,0,0,1,0,0,0,0,0,0,0,1
340.0,118.84,0,1,0,0,0,0,0,0,0,0,1
4329.0,119.0,0,0,1,0,0,0,0,1,0,0,0
421.0,78.88,0,0,1,0,0,0,0,1,0,0,0
819.0,119.0,0,0,1,0,0,0,0,1,0,0,0
856.0,218.0,0,0,1,0,0,0,0,1,0,0,0
70.0,75.2,0,0,1,0,0,0,0,1,0,0,0
709.0,119.0,0,0,1,0,0,0,0,0,0,0,1
12.0,78.88,0,0,1,0,0,0,0,1,0,0,0
2898.0,90.0,0,0,1,0,0,0,0,1,0,0,0
1903.0,63.63,0,0,1,0,1,0,0,0,0,0,0
10302.0,62.58,0,0,1,0,0,0,0,1,0,0,0
89.0,119.0,0,0,1,0,0,0,0,1,0,0,0
474.0,119.0,0,0,1,0,0,0,0,1,0,0,0
275.0,62.58,0,0,1,0,0,0,1,0,0,0,0
137.0,36.0,0,0,1,0,0,0,0,1,0,0,0
886.0,62.58,0,0,1,0,0,0,0,0,0,0,1
2640.0,129.78,0,0,1,0,0,0,0,1,0,0,0
354.0,163.37,0,1,0,0,0,1,0,0,0,0,0
699.0,206.18,1,0,0,0,0,1,0,0,0,0,0
417.0,151.0,0,1,0,0,0,0,0,0,0,0,1
1038.0,14.25,0,0,1,0,0,0,0,0,0,0,1
5704.0,62.58,0,0,1,0,0,0,0,0,0,0,1
135.0,141.23,1,0,0,0,1,0,0,0,0,0,0
0.0,119.0,0,0,1,1,0,0,0,0,0,0,0
6802.0,36.0,0,1,0,0,0,0,0,1,0,0,0
3806.0,142.03,1,0,0,0,1,0,0,0,0,0,0
1434.0,119.05,0,1,0,0,0,0,0,0,0,0,1
808.0,62.58,0,0,1,0,0,1,0,0,0,0,0
69.0,119.0,0,0,1,0,0,0,0,1,0,0,0
264.0,151.41,0,1,0,0,0,0,0,1,0,0,0
10.0,151.0,0,0,1,0,0,0,0,1,0,0,0
35.0,77.3,0,0,1,0,0,0,0,0,0,0,1
98.0,142.05,1,0,0,0,0,0,0,1,0,0,0
218.0,118.55,0,1,0,0,0,0,0,1,0,0,0
402.0,119.0,0,0,1,0,0,0,0,1,0,0,0
4378.0,348.0,0,1,0,0,0,0,0,0,1,0,0
859.0,144.45,1,0,0,0,0,0,0,0,0,0,1
168.0,119.0,0,0,1,0,0,0,1,0,0,0,0
713.0,149.99,1,0,0,0,0,0,0,1,0,0,0
1462.0,62.58,0,0,1,0,0,0,0,1,0,0,0
188.0,62.58,0,0,1,1,0,0,0,0,0,0,0
153.0,137.99,0,1,0,0,0,1,0,0,0,0,0
1181.0,62.58,0,0,1,0,0,0,0,0,0,0,1
2108.0,64.8,0,1,0,0,0,0,0,0,1,0,0
192.0,119.0,0,1,0,0,0,1,0,0,0,0,0
2902.0,119.0,0,1,0,0,0,0,0,0,0,0,1
318.0,62.58,0,0,1,0,0,0,0,1,0,0,0
72.0,63.63,0,0,1,1,0,0,0,0,0,0,0
329.0,19.0,0,0,1,0,1,0,0,0,0,0,0
529.0,78.87,0,0,1,0,0,0,0,1,0,0,0
78.0,121.0,0,0,1,0,0,0,0,1,0,0,0
1056.0,119.0,0,1,0,0,0,0,0,1,0,0,0
466.0,138.77,0,1,0,0,0,0,0,0,0,0,1
569.0,119.0,0,1,0,0,0,0,0,1,0,0,0
923.0,143.19,1,0,0,0,0,0,0,0,0,0,1
1032.0,145.76,0,0,1,0,0,0,1,0,0,0,0
13059.0,119.0,0,0,1,0,0,0,0,0,0,0,1
1860.0,118.72,0,1,0,0,0,0,0,0,0,0,1
1215.0,149.99,0,0,1,1,0,0,0,0,0,0,0
0.0,119.01,0,1,0,0,0,0,0,1,0,0,0
3941.0,19.0,0,0,1,0,0,0,0,1,0,0,0
197.0,119.0,0,1,0,0,0,0,0,0,0,0,1
1419.0,62.58,0,0,1,0,0,0,0,1,0,0,0
559.0,34.2,0,0,1,0,0,0,0,1,0,0,0
202.0,119.0,0,0,1,0,0,0,0,1,0,0,0
479.0,62.58,0,0,1,0,1,0,0,0,0,0,0
0.0,118.61,0,1,0,0,0,0,0,0,0,0,1
37.0,119.0,0,0,1,0,0,0,0,1,0,0,0
574.0,119.0,0,0,1,0,0,0,0,1,0,0,0
888.0,62.58,0,0,1,0,0,0,0,1,0,0,0
27.0,119.0,0,1,0,0,0,0,0,1,0,0,0
379.0,119.0,0,0,1,0,1,0,0,0,0,0,0
680.0,119.0,0,1,0,0,0,0,0,0,0,0,1
806.0,62.58,0,0,1,0,0,0,0,1,0,0,0
9.0,119.0,0,1,0,0,0,0,0,0,0,0,1
476.0,119.0,0,1,0,0,0,0,0,1,0,0,0
807.0,119.0,0,1,0,0,0,0,0,1,0,0,0
431.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1211.0,119.0,0,1,0,0,0,0,0,0,0,0,1
155.0,119.0,0,1,0,0,0,0,0,0,0,0,1
683.0,138.0,0,1,0,0,0,0,0,1,0,0,0
284.0,119.0,0,1,0,0,0,1,0,0,0,0,0
654.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1269.0,151.03,0,0,1,0,0,0,0,0,1,0,0
0.0,138.0,0,0,1,0,0,0,0,0,0,0,1
3541.0,27.0,0,0,1,0,0,1,0,0,0,0,0
814.0,62.58,0,0,1,0,0,0,0,1,0,0,0
1233.0,119.0,0,1,0,0,0,0,0,0,0,0,1
189.0,119.0,0,0,1,0,0,0,0,1,0,0,0
50.0,119.57,0,1,0,0,1,0,0,0,0,0,0
96.0,62.58,0,0,1,0,0,0,0,0,1,0,0
2440.0,62.58,0,0,1,0,0,0,0,1,0,0,0
635.0,68.36,0,0,1,0,0,0,0,1,0,0,0
1484.0,119.0,0,0,1,0,0,0,0,1,0,0,0
973.0,119.0,0,1,0,0,0,0,0,0,1,0,0
852.0,36.0,0,1,0,0,0,0,0,0,1,0,0
1838.0,72.27,1,0,0,0,0,0,0,0,1,0,0
152.0,62.58,0,0,1,0,0,0,0,1,0,0,0
222.0,173.63,1,0,0,0,0,1,0,0,0,0,0
123.0,27.0,0,1,0,0,0,0,0,0,0,0,1
1634.0,147.0,0,0,1,0,0,0,0,0,1,0,0
167.0,63.63,0,0,1,0,0,0,0,1,0,0,0
1673.0,56.79,0,0,1,0,0,1,0,0,0,0,0
59.0,91.5,0,0,1,0,0,0,0,0,0,0,1
448.0,62.58,0,0,1,0,0,1,0,0,0,0,0
7029.0,160.03,0,0,1,1,0,0,0,0,0,0,0
1121.0,91.5,0,0,1,0,0,0,0,1,0,0,0
180.0,62.57,0,0,1,0,0,0,0,1,0,0,0
248.0,144.47,1,0,0,0,0,1,0,0,0,0,0
515.0,56.72,0,0,1,0,0,0,0,1,0,0,0
56.0,62.58,0,0,1,0,0,0,0,1,0,0,0
4078.0,90.86,0,0,1,0,0,0,0,1,0,0,0
965.0,119.0,0,0,1,0,0,1,0,0,0,0,0
110.0,119.53,0,0,1,0,0,0,0,0,0,0,1
2544.0,36.0,0,0,1,0,0,1,0,0,0,0,0
1443.0,150.32,0,1,0,0,0,0,0,1,0,0,0
0.0,36.0,0,1,0,0,0,0,1,0,0,0,0
6671.0,299.75,1,0,0,0,0,0,0,1,0,0,0
3654.0,211.8,0,0,1,0,1,0,0,0,0,0,0
1470.0,119.0,0,1,0,0,0,0,0,1,0,0,0
603.0,62.58,0,0,1,0,0,0,0,0,0,1,0
425.0,62.58,0,0,1,0,1,0,0,0,0,0,0
491.0,119.02,0,0,1,0,1,0,0,0,0,0,0
98.0,141.77,1,0,0,0,0,0,0,1,0,0,0
215.0,62.58,0,1,0,0,0,0,0,1,0,0,0
886.0,119.0,0,0,1,0,0,0,0,1,0,0,0
353.0,182.78,1,0,0,0,1,0,0,0,0,0,0
